stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
650,1114PZ,Lona. Loc. Piazzole,,46.162898,11.240960,1114
651,1115,Sevignano,,46.170788,11.247115,1115
652,1116,Piazzo di Segonzano. Bivio,,46.180042,11.257961,1115
653,1118,Scancio di Segonzano,,46.187469,11.258369,1118
654,1118SB,Scancio di Segonzano-Snack Bar,,46.191891,11.259590,1118
655,1118MA,Segonzano. Bivio Casal,,46.196167,11.258609,1118
656,1120,Gaggio/Gresta Bivio,,46.207793,11.286814,1120
657,1137,Sp 71. Bivio Valcava,,46.217869,11.305171,1137
658,1122BV,Sover. Bar Vittoria,,46.221405,11.314759,1122
660,1122MZ,Sover. Loc. Mezauno,,46.231132,11.318871,1122
661,1126,Piscine,,46.239915,11.324715,1126
662,1126GR,Piscine. Loc. Grava,,46.246753,11.332531,1126
664,1136,Pradel,,46.260329,11.355415,1136
665,1140,Loc. Ronco,,46.260434,11.384831,1140
666,1140ME,Loc. Melae,,46.263129,11.397785,1140
667,1087FL,Stramentizzo. Bivio,,46.266410,11.406553,1088
669,1136RR,Pradel,,46.262399,11.355414,1136
670,1118SR,Scancio di Segonzano-Snack Bar,,46.191608,11.258888,1118
671,1112ES,Lases. Distributore Esso,,46.150439,11.222691,1112
672,1112PE,Lases. Pesa,,46.143740,11.218679,1112
673,4100,Pergine V. V.Le Venezia,,46.061249,11.237030,4100
675,4100VB,Pergine-Via Baratieri,,46.063948,11.242774,4100
676,4100TA,Pergine V. Distr. Tamoil,,46.065171,11.247426,4100
677,4111,Zivignago,,46.067277,11.252917,4111
678,4111CO,Zivignago Cons.S.Orsola,,46.070154,11.257157,4111
679,4112ST,Canezza. Maso Sleifer,,46.076277,11.269734,4112
682,4112,Canezza,,46.076975,11.274488,4112
683,4112SO,Canezza. Difr. Al Sole,,46.080150,11.275942,4112
684,4112DR,Canezza. Maso Dràzeri,,46.084558,11.277665,4112
685,4121BV,Viarago. Bivio,,46.086387,11.277782,4122
686,4122AG,Mala. Loc.Agnoletti,,46.088687,11.279789,4122
687,4122,Mala,,46.090561,11.281509,4122
688,4123MA,S.Orsola. Loc.Mantovani,,46.095744,11.289212,4118
689,4118,Stefani,,46.098591,11.294201,4118
690,4123BE,S.Orsola. Loc.Bertoldi,,46.102574,11.298238,4123
691,4123,S. Orsola,,46.107694,11.301876,4123
693,4123DO,S.Orsola. Loc.Donadi,,46.111675,11.306192,4123
694,4124,Bagni Terme di S.Orsola,,46.113765,11.307884,4123
695,4123DM,S.Orsola. Loc. Doss Martin,,46.114671,11.307595,4123
696,4123BB,Marcheli-Bivio Borti E Cont,,46.117555,11.310062,4125
697,4125MM,Fontanari. Maso Marcheli,,46.119435,11.313233,4125
698,4125,Fontanari,,46.121170,11.316451,4125
699,4126BV,Palù Del F. Redebus,,46.130239,11.340910,4126
700,4126LS,Palu'del F. Loc. Sigismondi,,46.129806,11.344490,4126
701,4126HL,Palu' Del F. Htl Lagorai,,46.129513,11.348871,4126
702,4126,Palu' Del Fersina,,46.129732,11.352863,4126
703,4123RR,S. Orsola,,46.107832,11.302001,4123
708,1250HC,Moena. Htl Campagnola,,46.374005,11.665002,1250
709,1251,Alpe Lusia,,46.367806,11.686050,1251
710,1256,Fango,,46.368797,11.728391,1256
711,1256HN,Fango. Alb. Negritella,,46.374788,11.751959,1256
712,1253SC,P.So S.Pellegrino. S.Cost.,,46.378746,11.784385,1253
713,1253,Passo S.Pellegrino,,46.378141,11.789624,1253
714,1253CH,P.So S.Pellegrino. Chiesetta,,46.378324,11.793361,1253
715,1253CM,P.S.Pellegrino-Fun,,46.379111,11.802043,1253
716,1253BF,P.So S.Pellegrino. Biviofreda,,46.378811,11.813499,1253
717,1254,Zingari,,46.376211,11.820585,1254
718,1255AL,Falcade Alto,,46.355345,11.858403,1255
719,1255CH,Falcade. Chiesa,,46.354317,11.861690,1255
720,1255VS,Falcade. Via Serafini,,46.355063,11.866753,1255
721,1255,Falcade,,46.358375,11.872860,1255
722,0001CO,Trento. Off.Conotter,,46.075975,11.101119,0001
723,0001BE,Trento. Via Brescia,,46.070742,11.113498,0001
724,2610,Montevideo,,46.080370,11.098519,0001
725,2010,Cadine,,46.088572,11.064983,2010
726,2020,Terlago. Bivio,,46.091545,11.055123,2030
727,2030,Vigolo Baselga. Paese,,46.081449,11.044962,2030
728,2030PR,Vigolo Baselga. Pallonc.Rosso,,46.077626,11.032471,2030
729,2040,Vezzano. Piazza,,46.078435,11.000154,2040
731,2040BV,Vezzano. Bivio V.Cavedine,,46.071568,10.994702,2040
733,2090BA,Padergnone. Loc.Barbazan,,46.060257,10.990201,2090
734,2090,Padergnone,,46.062089,10.988850,2090
735,2090CE,Padergnone. Case Enel,,46.059535,10.984616,2090
736,2100,Due Laghi-Hotel Miralaghi,,46.058851,10.979179,2101
737,2110,Castel Toblino,,46.056347,10.965435,2110
739,2120MC,Sarche. Maso Caffaro,,46.045810,10.945322,2120
740,2120BM,Sarche. Bar Miravalle,,46.044952,10.943916,2120
741,2170,Comano Terme,,46.041193,10.881908,2180
742,2180,Ponte Arche Autostazione,,46.035587,10.873615,2180
743,2180BS,Ponte Arche-Bel Sit,,46.036219,10.864706,2180
744,2240DP,Ponte Ragoli. Sp34 Dir. Ragoli,,46.050483,10.785335,2240
745,2260,Saone,,46.042568,10.767067,2240
746,2268LI,Zuclo "Eurospin",,46.040576,10.749698,2270
748,2240,Ponte Ragoli. Ss237 Dir. Saone,,46.049763,10.785623,2240
749,2250PZ,Ragoli-Pez,,46.051078,10.781304,2240
750,2250,Ragoli,,46.050948,10.776267,2240
751,2251,Preore,,46.046153,10.758108,2240
752,2251SI,Preore-Loc.Signor,,46.044620,10.752411,2240
754,2268,Zuclo Bivio-Segheria Tonello,,46.038712,10.744444,2270
755,2271BV,Bolbeno-Bivio,,46.033969,10.735272,2270
756,2290BA,Tione. Bar Arnò,,46.034863,10.732479,2290
757,2290,Tione. Autostazione,,46.033131,10.726113,2290
758,2290CI,Tione-Via Circonvallaz.,,46.040221,10.727471,2290
759,2291,Verdesina Bivio,,46.056996,10.716267,2291
760,2340,Villa Rendena,,46.062248,10.712321,2340
761,2350,Iavrè,,46.068035,10.711736,2350
762,2350AR,Iavrè-Artigianato,,46.070886,10.714294,2350
763,2360,Darè,,46.075922,10.717566,2360
764,2370,Vigo Rendena,,46.078732,10.718955,2370
765,2370BV,Vigo Rendena-Biv.Val S.Val.,,46.082036,10.722141,2370
766,2380,Pelugo,,46.087077,10.722712,2380
767,2380SU,Pelugo-Artigianato,,46.087761,10.725074,2380
768,2390,Borzago,,46.098856,10.734735,2390
769,2400,Spiazzo Rendena,,46.103132,10.737690,2400
770,2410,Mortaso,,46.106645,10.739858,2400
771,2400CC,Spiazzo Rend.-Concess.Cozzio,,46.110256,10.747425,2400
772,2420BB,Strembo-Bivio Bocenago,,46.118282,10.752804,2420
773,2420,Strembo,,46.120329,10.751976,2420
774,2430,Caderzone,,46.128702,10.756513,2430
775,2430OF,Caderzone-Off. Alfa Romeo,,46.131331,10.764028,2430
776,2440,Giustino,,46.146116,10.768268,2440
777,2440HV,Giustino-Hotell Royal,,46.152048,10.766490,2440
778,2450,Pinzolo,,46.157163,10.765985,2450
779,2450FU,Pinzolo-Funivie,,46.163440,10.765456,2450
780,2460,Carisolo,,46.169319,10.764146,2460
781,2460PB,Carisolo-Pinemonte Basso,,46.187676,10.772542,2460
782,2470CF,S.Antonio di M.-Camping Faè,,46.185863,10.779171,2470
783,2470VN,S.Antonio di M.-Biv.V.Nambr.,,46.188184,10.777522,2470
784,2470VV,S.Antonio di M. Punto Info Pab,,46.190110,10.786137,2470
785,2470,S.Antonio di Mavignola,,46.191315,10.789131,2470
786,2470VF,S.Antonio di M.-Rio Fornas,,46.193845,10.795952,2470
787,2470RI,S.Antonio di M.-Rio V.Rastrel,,46.195038,10.795641,2470
788,2470PA,S.Antonio di M.-Palù,,46.197237,10.797152,2470
789,2470MF,S.Antonio di M.-Mumble Fratè,,46.200598,10.804009,2470
790,0957FO,M.Campiglio. Loc.Fontanella,,46.208855,10.820243,0957
791,0957HL,M.Campiglio. Htl Lorenzetti,,46.214136,10.822362,0957
792,0957HB,M.Campiglio. Htl Betulla,,46.220871,10.822454,0957
793,0957VF,M.Campiglio. Pietra Gr.,,46.224519,10.825377,0957
794,0957LG,M.Campiglio. Laghetto,,46.226018,10.827865,0957
795,0957DS,M.Campiglio. Des Alpes,,46.230343,10.827882,0957
796,0957FP,M.Campiglio. Pradalago,,46.234030,10.826075,0957
797,0957HD,M.Campiglio. Htl Dahu,,46.234408,10.823826,0957
798,0957,M.Campiglio. Brenta Alta,,46.231941,10.826142,0957
799,0957VN,M.Campiglio. Biv. V.Nambino,,46.235465,10.826424,0957
800,0957GR,Funivia Grostè,,46.236312,10.835359,0958
801,0958,Campo Carlo Magno,,46.242978,10.840028,0958
803,0958RR,Campo Carlo Magno,,46.243224,10.840249,0958
804,0957RR,Funivia Grostè,,46.236409,10.835460,0958
807,0957FR,M.Campiglio. Loc.Fontanella,,46.208587,10.819858,0957
808,2470MR,S.Antonio di M.-Mumble Fratè,,46.200491,10.803661,2470
809,2470RR,S.Antonio di Mavignola,,46.191345,10.788899,2470
811,2470VR,S.Antonio di M. Punto Info Pab,,46.190029,10.785590,2470
812,2470NR,S.Antonio di M.-Biv.V.Nambr.,,46.188255,10.778146,2470
813,2470CR,S.Antonio di M.-Camping Faè,,46.185658,10.778451,2470
814,2460RR,Carisolo,,46.169098,10.763888,2460
815,2450FR,Pinzolo-Funivie,,46.163722,10.765270,2450
816,2440HR,Giustino-Hotel Royal,,46.153492,10.766251,2440
817,2420BR,Strembo-Bivio Bocenago,,46.118148,10.752735,2420
818,2400CR,Spiazzo Rend.-Conc.Cozzio,,46.110693,10.747685,2400
819,2410RR,Mortaso,,46.106523,10.739582,2400
820,2400RR,Spiazzo Rendena,,46.102587,10.736819,2400
821,2390RR,Borzago,,46.098484,10.734349,2390
822,2380SR,Pelugo-Artigianato,,46.088019,10.725276,2380
823,2370BR,Vigo Rendena-Biv.Val S.Val.,,46.082367,10.722319,2370
824,2370RR,Vigo Rendena,,46.078900,10.719151,2370
825,2360RR,Darè,,46.075878,10.717462,2360
826,2350RR,Iavrè,,46.068840,10.711463,2350
827,2291RR,Verdesina Bivio,,46.056765,10.716636,2291
829,2290CR,Tione-Via Circonvallaz.,,46.040013,10.727516,2290
830,2021,Terlago,,46.097757,11.044737,2021
831,2022BS,Covelo. Bivio,,46.098388,11.022714,2023
832,2022VP,Covelo. Via Pooli,,46.096643,11.018071,2023
833,2022,Covelo,,46.098290,11.019002,2023
834,2025,Maso Ariol,,46.106105,11.026539,2023
835,2023BV,M. Terlago. Bivio,,46.108224,11.035937,2023
836,2023,Monte Terlago. Piazza,,46.109656,11.037891,2023
837,2023VL,M. Terlago. Vallene,,46.108947,11.042847,2023
838,2023AL,M. Terlago. Htl 2 Laghi,,46.112079,11.046116,2023
839,2010RR,Cadine,,46.088856,11.064510,2010
841,0001MP,Trento. Maso Pedrotti,,46.075560,11.098220,0001
842,0001SA,Trento. Loc. S.Antonio,,46.069885,11.100436,0001
843,2620MS,Sardagna-Maso Scala,,46.069871,11.097745,2620
844,2620,Sardagna,,46.064849,11.097287,2620
845,2620TO,Sardagna-Tornante Sp 85,,46.071419,11.086980,2620
846,2630,Candriai,,46.065418,11.083405,2630
847,2630BE,Candriai. Erica,,46.063071,11.082257,2630
848,2631,Centro Degasperi,,46.059630,11.077753,2631
849,2640BP,Vaneze-Bivio Prà Della Fava,,46.056969,11.076345,2640
850,2271BR,Bolbeno-Bivio,,46.034111,10.735531,2270
851,2268RR,Zuclo Bivio-Segh. Tonello,,46.038509,10.744192,2270
852,2270VR,Zuclo Morace Antichità R,,46.041910,10.753683,2240
853,2251SR,Preore-Loc. Signor,,46.044910,10.752912,2240
854,2250RR,Ragoli,,46.050929,10.776370,2240
855,2250PR,Ragoli-Pez,,46.050939,10.780059,2240
856,2270VE,Zuclo Morace Antichità,,46.041983,10.753582,2240
857,2260WR,Saone,,46.042536,10.766226,2240
858,2240PP,Ponte Ragoli. Ss237 Dir.Sarche,,46.050263,10.786767,2240
859,2180BR,Ponte Arche-Bel Sit,,46.036139,10.864626,2180
861,2170RR,Comano Terme,,46.041141,10.882863,2180
863,2090RR,Padergnone,,46.061989,10.989462,2090
865,2030RR,Vigolo Baselga. Ss45,,46.080844,11.043568,2030
868,2290BR,Tione. Bar Arnò,,46.034256,10.733255,2290
869,2120,Sarche. Cassa Rurale,,46.046415,10.952064,2120
870,2120RR,Sarche. Centro Comm.,,46.046439,10.952246,2120
871,2640,Vaneze,,46.051918,11.071935,2640
872,2640PA,Vaneze-Sp.85,,46.051411,11.069388,2640
873,2645,Vaneze-Norge,,46.049242,11.066657,2645
874,2640MO,Vaneze-Baita Montesel,,46.045839,11.065181,2645
875,2640TO,Vaneze-Ex Snack Bar,,46.044388,11.060835,2650
877,2660,Viote. Parcheggio,,46.021403,11.041170,2660
878,2650RR,Vason,,46.039194,11.058393,2650
879,2640MR,Vaneze-Baita Montesel,,46.046329,11.065046,2645
880,2630RR,Candriai,,46.065443,11.083975,2630
881,0001CR,Trento. Loc.Conotter,,46.076761,11.099985,0001
884,2270,Zuclo,,46.034159,10.747299,2270
885,2271,Bolbeno,,46.032566,10.737549,2270
887,2272,Coltura,,46.058270,10.793848,2240
889,2251BM,Preore Bivio Montagne,,46.046118,10.756554,2240
890,2281,Montagne. Cort,,46.050722,10.753625,2280
891,2282,Montagne. Larzana,,46.058444,10.751302,2280
892,2280,Montagne. Binio,,46.065608,10.755138,2280
894,2270RR,Zuclo,,46.034086,10.747093,2270
895,2450RR,Pinzolo,,46.157195,10.764398,2450
896,2041,Fraveggio. Bivio,,46.078617,10.993862,2040
897,2042,Lon,,46.084137,10.992651,2040
898,2043,Ciago,,46.089243,11.004839,2040
899,2044,Margone. Bivio,,46.067428,10.973740,2045
900,2045,Ranzo,,46.064110,10.942538,2045
901,2046,Margone,,46.068219,10.963861,2045
903,2043SP,Ciago. Sp. 18 Civ.1,,46.089161,11.008005,2040
905,2044RR,Margone. Bivio,,46.067940,10.973810,2045
906,2042FR,Lon. Rist. Fior di Roccia,,46.084858,10.991603,2040
909,4400,Borgo Valsugana-C.Intermodale,,46.052462,11.463491,4400
910,4400OS,Borgo V. Ospedale,,46.056442,11.464237,4400
911,4400VA,Borgo V. Valli,,46.055485,11.469818,4400
912,4460,Castelnuovo-Malerba,,46.053808,11.481141,4450
913,4450,Castelnuovo,,46.052199,11.494275,4450
914,4449,Strigno. Staz. Fs,,46.051476,11.514732,4449
915,4451IN,Agnedo-Incrocio,,46.051002,11.525005,4451
916,4451,Agnedo,,46.052518,11.528678,4451
917,4451VO,Agnedo-Via Per Ospedaletto,,46.048289,11.531298,4451
918,4451VS,Agnedo-Via Per Ospedaletto 8,,46.046838,11.542283,4451
919,4452,Ospedaletto,,46.044853,11.550779,4452
920,4452FS,Ospedaletto. Staz. Fs,,46.041592,11.548685,4452
921,4452NP,Ospedaletto Loc. Barricata,,46.036357,11.561027,4452
922,4452VP,Ospedaletto-Via Pradenella,,46.033872,11.573065,4452
923,4453,Tollo,,46.028366,11.587733,4453
924,4454,Grigno,,46.015039,11.635232,4454
925,4454SE,Grigno-Segheria,,46.015221,11.636693,4454
926,4456,Palù di Grigno,,46.007303,11.654860,4456
927,4455,Serafini,,46.004041,11.660400,4455
928,4498,Belvederi di Grigno,,46.001083,11.665282,4498
929,4457VM,Tezze. Via M.Vecchio 16,,45.993793,11.670268,4457
930,4457,Tezze,,45.991217,11.671729,4457
931,4458,Martincelli,,45.977984,11.680800,4458
932,4490,Primolano. A. Giardino,,45.965205,11.707056,4490
933,4452RR,Ospedaletto,,46.044689,11.550960,4452
934,4112BV,Canezza. Bivio,,46.076786,11.275859,4112
935,4112MO,Canezza. Loc. Molini,,46.076819,11.282740,4112
936,4112PI,Canezza. Loc. Pinterhof,,46.078875,11.283440,4112
937,4140PI,Frassilongo. Maso Pizzi,,46.084011,11.290371,4113
938,4140MO,Frassilongo. Maso Molinari,,46.084563,11.291105,4113
939,4300,Levico Terme Autostazione,,46.010088,11.298988,4300
940,4300PM,Levico T. Via Avancini,,46.008714,11.308624,4300
941,4310,Barco,,46.004585,11.335615,4310
942,4300PR,Levico T. Via Rovigo,,46.009119,11.308641,4300
943,4047DC,Regnana Biv.-Dopo A.Costalta,,46.159985,11.300167,4046
944,4048VD,Regnana. Via Redebus 9,,46.156252,11.308979,4048
945,4048,Regnana,,46.154105,11.309898,4048
946,4400BO,Borgo V. Sp.40,,46.051475,11.456462,4400
947,4410TC,Olle. Trattoria Alla Croce,,46.041592,11.460244,4410
948,4410BO,Olle. Via Del Boaletto,,46.040763,11.465104,4410
949,4410,Olle,,46.040810,11.464159,4410
950,4100VR,Pergine V.-Via Rosmini 19,,46.060946,11.232464,4100
951,4138,Costasavina,,46.058111,11.213978,4137
952,4139,Fornaci di Roncogno,,46.064070,11.224108,4137
953,4137,Roncogno,,46.069355,11.207316,4137
954,4319PP,Maso Colpi. Bivio Via Tiglio,,45.997670,11.318194,4320
955,4319,Maso Colpi. Bivio,,45.995465,11.319321,4320
956,4320CV,S.Giuliana. Civ.41,,45.993091,11.311890,4320
957,4320,S. Giuliana,,45.991576,11.315120,4320
958,4030,S. Mauro,,46.125272,11.223913,4030
959,1121,Valcava,,46.206287,11.311965,1121
960,4061,Svaldi,,46.170080,11.301638,4061
961,4090,Ponte Fersina,,46.069817,11.223408,4100
962,4100VD,Pergine V. Viale Dante,,46.065909,11.228113,4100
963,4280,Masetti. Strada Provinciale,,46.052648,11.249263,4280
965,4300MI,Levico T. Alb.Miralago,,46.014469,11.294589,4300
966,4300CI,Levico Terme Cimitero,,46.008857,11.316259,4300
967,4300BB,Levico T. Sp.228,,46.016488,11.330911,4300
968,4350,Campiello di Levico,,46.019578,11.356675,4350
969,4360,Novaledo,,46.022214,11.366070,4360
970,4360VR,Novaledo-Via Roati,,46.027413,11.374062,4360
971,4361,Novaledo-Loc.Campregher,,46.029342,11.382788,4361
972,4370AN,Marter-Loc.Angeli,,46.030566,11.388358,4370
973,4370,Marter. Autoespresso,,46.034105,11.394313,4370
974,4380VC,Roncegno. Via Ciocca,,46.044669,11.406874,4380
975,4380,Roncegno Terme,,46.049672,11.411170,4380
976,4380CS,Roncegno. Centro Polisportivo,,46.049009,11.421463,4380
977,4400FS,Borgo V. Staz. Fs,,46.051443,11.454410,4400
978,4500,Scurelle,,46.065060,11.506670,4500
979,4500VA,Scurelle-Via 15 Agosto,,46.062962,11.514488,4500
980,4467,Villa,,46.057747,11.519770,4449
981,4522,Strigno-Bivio Ivano Fracena,,46.061560,11.523759,4511
983,4530,Tomaselli,,46.068814,11.528254,4530
984,4530BL,Tomaselli-Bivio Latini,,46.071156,11.536714,4530
985,4540VD,Bieno-Via Bettega,,46.075322,11.540811,4540
986,4540BC,Bieno-Via Lusumina,,46.084132,11.550564,4540
987,4540,Bieno,,46.080270,11.553830,4540
988,4540VR,Bieno-Via Roma,,46.081289,11.558986,4540
989,4541,Pradellano,,46.079568,11.577668,4541
990,4541LA,Pradellano-Al Lago,,46.076088,11.588451,4541
991,4550PF,Pieve Tesino-Passo Forcella,,46.070958,11.592243,4550
992,4550VF,Pieve Tesino. Case Itea,,46.068563,11.605517,4550
993,4550BV,Cinte Tesino Bivio,,46.066535,11.607620,4550
994,4560BA,Cinte Tesino-Stab.Bailo,,46.063237,11.609766,4550
996,4560,Cinte Tesino,,46.057647,11.613701,4550
998,4550,Pieve Tesino,,46.068075,11.609930,4550
999,4570PB,Castello T.-Loc. Molini,,46.070759,11.622031,4570
1000,4570AG,Castello T. Distributore,,46.068608,11.625938,4570
1001,4570BC,Castello T.-Via Baili,,46.064293,11.628875,4570
1002,4570,Castello Tesino,,46.064875,11.633289,4570
1003,4100BS,Pergine V. Bivio Susà,,46.057686,11.237137,4100
1004,4201,Pergine. Via Al Lago,,46.054930,11.235854,4100
1005,4200,S.Cristoforo Al Lago,,46.038779,11.233499,4200
1006,4250,Valcanover,,46.026717,11.229250,4250
1007,4260HD,Valcanover. Happy Days,,46.016395,11.234230,4250
1008,4260BF,Calceranica. Via Donegani,,46.006595,11.241043,4260
1009,4260,Calceranica Al Lago,,46.003914,11.243290,4260
1010,4270VM,Caldonazzo. Via Marconi,,45.994598,11.256976,4270
1011,4270,Caldonazzo,,45.993374,11.260638,4270
1012,4270RO,Caldonazzo. Via Roma,,45.994693,11.271258,4270
1013,4270SP,Caldonazzo. Sp. Civ.85/B,,45.998137,11.279591,4270
1014,4300RB,Levico T. Rist. Brenta,,46.006388,11.291846,4300
1015,4300RR,Levico T. Rist.Brenta,,46.006545,11.291889,4300
1016,4270PT,Caldonazzo,,45.993611,11.260692,4270
1017,4270VR,Caldonazzo. Via Marconi,,45.995309,11.256566,4270
1018,4260RR,Calceranica Al Lago,,46.006129,11.241411,4260
1019,4250RR,Valcanover,,46.027391,11.229316,4250
1020,4200RR,S.Cristoforo Al Lago,,46.038969,11.233974,4200
1021,4100FE,Pergine V. Via Al Lago,,46.053383,11.235378,4100
1022,4200BD,S.Cristoforo. Bivio Darsena,,46.039890,11.239806,4200
1023,4210TE,Ischia. Alle Terrazze,,46.012668,11.261716,4200
1024,4292,Brenta Bivio,,46.004685,11.274358,4292
1025,4292RR,Brenta Bivio,,46.004647,11.274912,4292
1026,4210TR,Ischia. Alle Terrazze,,46.014089,11.260418,4200
1028,4100RR,Pergine V. P.Gavazzi,,46.061539,11.237582,4100
1029,4113,Roveda. Bivio,,46.086444,11.293806,4113
1030,4140,Frassilongo,,46.089504,11.297428,4140
1031,4140NO,Frassilongo. Maso Doss Hecchi,,46.092489,11.302717,4140
1032,4140PU,Frassilongo. Maso Puech,,46.094065,11.304203,4140
1033,4141GA,Fierozzo. Loc. Gaigheri,,46.096615,11.311679,4141
1034,4141,S.Francesco,,46.100364,11.310537,4141
1035,4142,S. Felice Fierozzo,,46.111160,11.318511,4142
1037,4100RG,Pergine V. Via Regensburger,,46.064433,11.242024,4100
1038,4100RS,Pergine V. Regensb/Bellini,,46.067888,11.239686,4100
1039,4119,Casalino. Stadio Ghiaccio,,46.072184,11.235638,4100
1040,4132,Casalino,,46.073687,11.230353,4132
1041,4133,Vigalzano,,46.076932,11.228469,4133
1042,4133VG,Vigalzano. Via Del Sgualdi,,46.079790,11.226829,4133
1043,4134VP,Canzolino. Via Pianezze,,46.081872,11.222565,4134
1044,4134SC,Canzolino. Scuole,,46.083822,11.219082,4134
1046,4022AM,Madrano. Albergo,,46.085561,11.214960,4022
1048,0961,S.Martino di Castrozza,,46.262155,11.804280,0961
1049,0961CF,S.Martino di C. Htl Cristallo,,46.258682,11.802416,0961
1050,5180,Impianti Tognola,,46.254707,11.800059,5180
1051,5170,Valmesta,,46.226903,11.808954,5170
1052,5160VS,Siror. Nolesca,,46.189812,11.825374,5140
1053,5160,Siror,,46.187091,11.830574,5140
1054,5140TR,Tressane,,46.179404,11.832395,5140
1055,5140PM,Fiera di P. Via Roma 2,,46.177619,11.831448,5140
1056,5140,Fiera di Primiero,,46.174314,11.828596,5140
1057,5140HP,Transacqua. Viale Piave 129,,46.171332,11.824349,5140
1058,5135,Sorive,,46.160057,11.819873,5135
1059,5130SA,Mezzano. Salgetti,,46.156245,11.814588,5130
1060,5130,Mezzano,,46.154594,11.805969,5130
1061,5110SH,Imer. Via Nazionale 1,,46.152030,11.800775,5110
1062,5110,Imer,,46.150665,11.794425,5110
1063,5111,Masi di Imer,,46.145287,11.785762,5111
1064,5108,S.Silvestro,,46.131493,11.768948,5111
1065,5100,Pontet,,46.106843,11.774053,5100
1066,5090,Port,,46.092400,11.761685,5090
1067,5090PV,Val Rosna,,46.083783,11.764424,5090
1069,5070,Ponte Oltra,,46.060537,11.763200,5070
1070,5060,Fontane di Lamon,,46.036419,11.761568,5060
1071,5050,Ponte Serra,,46.029635,11.762561,5050
1072,5040PS,Fonzaso. Pedesalto,,46.021119,11.781456,5040
1073,5040,Fonzaso,,46.016527,11.802215,5040
1074,5030,Arten,,46.008261,11.831183,5030
1075,5020,S.Lucia,,46.003162,11.840778,5020
1076,5010GZ,Feltre-Via Dante Gelateria,,46.019147,11.893482,5010
1078,5010OS,Feltre. Ospedale,,46.021857,11.908003,5010
1079,5010,Feltre. Staz. Fs,,46.012752,11.910845,5010
1080,5010RR,Feltre-Staz. Fs,,46.012495,11.910299,5010
1081,5020RR,S.Lucia,,46.003278,11.840809,5020
1082,5030RR,Arten,,46.008711,11.831529,5030
1083,5070RR,Ponte Oltra,,46.060444,11.762550,5070
1085,5111RR,Masi di Imer,,46.145370,11.786076,5111
1087,5110RR,Imer,,46.150564,11.794510,5110
1088,5130RR,Mezzano,,46.154453,11.806208,5130
1089,5130SR,Mezzano. Salgetti,,46.156401,11.815192,5130
1090,5160RR,Siror,,46.186858,11.830370,5140
1091,5180RR,Impianti Tognola,,46.254567,11.800636,5180
1092,0961CR,S.Martino di C. Htl Cristallo,,46.258587,11.802593,0961
1093,5117,Canal S. Bovo,,46.154986,11.733008,5117
1094,5117SP,Canal S.Bovo. Somprà,,46.159544,11.727574,5117
1095,5122,Pianazzi Bivio,,46.162107,11.722753,5117
1096,5118,Ronco Fosse,,46.153343,11.719639,5118
1097,5118CO,Ronco. Bivio Pugnai,,46.149556,11.719945,5118
1098,5119PI,Ronco. Bivio Gasperoi,,46.141881,11.717184,5119
1099,5119,Ronco Chiesa,,46.141564,11.714631,5119
1100,7016,Povo-Mesiano,,46.066120,11.142769,4005
1102,4270FS,Caldonazzo. Staz. Fs,,45.997137,11.264699,4270
1103,4300FS,Levico Terme. Staz. Fs,,46.005880,11.305006,4300
1104,4454FS,Grigno. Staz. Fs,,46.015365,11.624991,4454
1105,4457FS,Tezze. Staz. Fs,,45.991177,11.669377,4457
1106,4490FS,Primolano. Staz. Fs,,45.965665,11.701309,4490
1107,4130,Susa',,46.051112,11.223536,4130
1108,0001NO,Trento. 3 Nov.Centros.Chiara,,46.062416,11.123710,0001
1109,0001VV,Trento. Viale Verona,,46.056379,11.128442,0001
1110,0001DI,Trento. Verona/S.Bart.,,46.050680,11.130485,0001
1111,0001QU,Trento.Viale Verona Big Center,,46.045792,11.130970,0001
1112,0001MN,Trento. Man,,46.036737,11.130335,0001
1113,3010RC,Mattarello. Loc.Ronchi,,46.017609,11.132581,3010
1114,3010,Mattarello,,46.005283,11.126499,3010
1115,3020,Acquaviva,,45.991818,11.123145,3020
1116,3020SF,Acquaviva. Pizzeria,,45.980441,11.116337,3020
1117,3030NF,Besenello.Nord,,45.945968,11.106161,3030
1118,3030,Besenello,,45.942137,11.109387,3030
1119,3030SF,Besenello. Sud,,45.937109,11.110676,3030
1120,3040,Calliano,,45.934198,11.095731,3040
1121,3040MA,Calliano. Grafiche Manfrini,,45.928836,11.093170,3040
1122,3055,Castelpietra,,45.922315,11.091930,3055
1123,3070,Volano,,45.917920,11.063778,3070
1124,3080,S.Ilario,,45.908274,11.040550,3100
1125,3100TN,Rovereto V.Le Trento,,45.900157,11.041996,3100
1126,3100,Rovereto. Via Manzoni,,45.892473,11.038424,3100
1127,3100FS,Rovereto. Staz. Fs,,45.889577,11.033738,3100
1128,3100HC,Rovereto Difr.Rist.Cristina,,45.881366,11.031858,3100
1129,3290,Lizzanella,,45.875635,11.031725,3100
1130,3290BV,Lizzanella. Alla Staffa,,45.872774,11.024337,3100
1131,3300SG,Centro Commerciale Millenium,,45.868786,11.014431,3100
1132,3542,Mori. Staz. Fs,,45.861909,11.000617,3542
1133,3312,Ravazzone di Mori,,45.860092,10.991289,3312
